canonical,name,uei,recipient_id,code,amount_fy,ticker
AT-IMPACT,AT-IMPACT LLC,J9KJUJDWVUT1,a306d2e9-1e2e-c6c6-754c-c525f6fbc8f8-C,080168778,50868664.40,
SEEMANN COMPOSITES,"SEEMANN COMPOSITES, LLC",WXRTZLL25AE5,afd4fc93-364e-5223-27c5-f314ed3f025c-C,192737203,50854490.76,
S K AEROSPACE,"S & K AEROSPACE, LLC",WVJKC2L1ZN11,f88bc8b4-fcf2-5d04-0c7b-e00deeb972d4-C,557350787,50619671.68,
DISYS,"DISYS SOLUTIONS, INC.",R15MK4RSWRD3,9b66417e-ec21-2772-c91e-a41e40707090-C,962751918,50593234.89,
NTSI,NTSI LLC,DL83MFAS5CF1,637b1ecb-d6f8-9e9a-bc78-1bf2eedcc458-C,117840069,50239211.28,
ARDENT MANAGEMENT CONSULTING,"ARDENT MANAGEMENT CONSULTING, LLC",H8YMWAKEKPN5,50754d13-facb-72e2-f578-516b08a25f64-C,617942987,49912501.32,
ATTAINX,ATTAINX INC.,J6Z9VBSL4219,b17ec555-1186-c831-1bde-aa9abad0cd88-C,015189916,49832362.09,
EXCELLA,"EXCELLA, LLC",KMKUAFKECJ83,70401161-3e3b-71ed-eb7c-dd6d4e1ab7ec-C,124023404,49702705.69,
DELAWARE RESOURCE OF OKLAHOMA,DELAWARE RESOURCE GROUP OF OKLAHOMA LLC,DT36SFDAMXJ1,7368fc53-44a4-a10f-65fc-3f970f9cc5f9-C,141693064,49701380.99,
AGILE-BOT II,AGILE-BOT II LLC,QCCPAC6P55H3,96eda1fe-1d5b-f99f-7333-7751543bc6f4-C,080685627,49638175.30,
HRL LABORATORIES,"HRL LABORATORIES, LLC",CCBKQV2MBMV6,f1ea3f7a-40c8-5fe0-e8c2-cff59d9ce940-C,836301622,49596486.49,
NTT DATA GOVERNMENT,"NTT DATA SERVICES FEDERAL GOVERNMENT, LLC",TMT1PKFK7XG6,ad6d4497-4e7a-be0e-04c5-aa74aaf2a70b-C,175344753,49239656.16,
MOUNTAIN HORSE,MOUNTAIN HORSE LLC,HKV6HSM1JVA6,af4bc3fc-a537-5a3d-5a55-6bed76154cce-C,079081481,49118954.06,
RENK,RENK SYSTEMS CORP,ELX3A2CND3W6,472bb966-860b-3eb4-d37a-ee7e51c51e18-C,181631032,49073280.12,
ADVANCED SOFTWARE ENGINEERING,ADVANCED SYSTEMS & SOFTWARE ENGINEERING TECHNOLOGIES LLC,GN9PRA3BQYK7,7fc79fce-8a17-26e8-7957-d0b66b70ae5f-C,117962770,48887846.03,
GAMA-1,"GAMA-1 TECHNOLOGIES, LLC",L3LZRJNCQSA6,8962502b-4d08-cbf4-8b01-89d28b1e6050-C,798231259,48678099.68,
FEDTEC,FEDTEC LLC,EY6QS5J3VKB1,bee3e033-b562-84cb-c5ae-77f50c442a04-C,171945798,48500072.83,
CRITERION L L C,"CRITERION SYSTEMS, L.L.C.",MPGNDNHHWM33,9a8a3839-74e1-4e2d-a946-7ab72d882b7b-C,192749906,48494039.61,
PROJECT ENHANCEMENT,PROJECT ENHANCEMENT CORPORATION,CM9VW5P6GKB6,8788a70f-4ee8-f9bb-1d7f-1e09f673fc5c-C,019719041,48493301.89,
MIL,THE MIL CORPORATION,SWBHKZS9SNT6,32b9e937-feee-6741-df80-3e6afd5e431c-C,161579735,48383199.42,
ITILITY L L C,"ITILITY, L.L.C",VBQ8BKTK2Q81,1fa1e6aa-b6f5-3af7-da20-e43dfd4e0715-C,116352944,48358151.92,
BASTION,"BASTION TECHNOLOGIES, INC.",DKYXDAHNYD36,ab6154d4-55f4-bacc-962f-e4c111812d7e-C,074625364,48353592.60,
NORTH POINT DEFENSE,NORTH POINT DEFENSE INC,G3MPMA2NZ9G9,124fa722-76b5-7a13-1512-db79f286f670-C,969240634,48340071.00,
QYK BRANDS,QYK BRANDS LLC,NWQ8NRHELD63,f7f3e8fd-fcd9-7100-23ab-40d1ceea1bfb-C,081560441,48315610.00,
PALLADIUM,PALLADIUM INTERNATIONAL LLC,DFVMS8LMNX65,6750b6a4-d055-4130-6008-bb1253d835fe-C,186295239,48055239.18,
TELECOMMUNICATION,TELECOMMUNICATION SYSTEMS INC,SPD8Y16LCPM6,f16a2dc7-ec02-51a4-2d2b-6271678c7c6b-C,196970503,47857197.21,
HIGHLIGHT,"HIGHLIGHT TECHNOLOGIES, INC.",C2MSYQALD3E4,a93123f1-08e7-e654-3aac-a48235da3c55-C,808270735,47650197.07,
HOUSTON FREIGHTLINER,"HOUSTON FREIGHTLINER, INC.",KW1XBM61JHS3,c8ab0527-c61b-8229-5325-c5f921b17881-C,618399893,47638728.06,
INSIGNIA TECHNOLOGY,"INSIGNIA TECHNOLOGY SERVICES, LLC",LRN9VLLCX9Y8,2d716401-7946-1061-dd4a-134573f67335-C,781229948,47516031.38,
NORSEMAN,NORSEMAN INC,G8LCAVK5AVW7,ae9a61fe-f9b1-2023-1b21-852cd4aade67-C,798806766,47364389.09,
TRILLAMED,TRILLAMED LLC,GW9FLBWB5625,45e59e37-b289-1207-3481-6c9bea251dd8-C,828126321,47307350.41,
NATIONAL ACADEMY OF SCIENCES,NATIONAL ACADEMY OF SCIENCES,PKFJZHG2MLG9,bf13c3e1-3402-03ba-44d3-2349f4a792b0-C,041964057,47273221.34,
AKIMA DATA MANAGEMENT,AKIMA DATA MANAGEMENT LLC,XQJFSL4MCKR9,7ad27839-f9ed-f662-a92d-498b0e9bd0f5-C,080688541,47161432.74,
INTEGRATED PROCUREMENT,INTEGRATED PROCUREMENT TECHNOLOGIES,K6HPN25G7FC4,94a11d92-3645-04f9-db32-fd9df9c054df-C,110480956,46982662.85,
CORVID,"CORVID TECHNOLOGIES, LLC",DD7KTEMDG6A5,56aed6b3-aba1-ff0b-d0d8-82f4c8891e89-C,040707460,46934082.20,
GROUNDSWELL,GROUNDSWELL CORPORATION,JNFEJMSLMXW7,ab9f3343-d13e-99ff-8ea3-0c44ff12bf15-C,143739998,46798385.86,
AKIAK NS,AKIAK NS LLC,F9XLS9FEBWL5,ead0ce03-f4cf-62c7-6c0b-f43bddb38653-C,,46795883.24,
WESTWIND COMPUTER PRODUCTS,"WESTWIND COMPUTER PRODUCTS, INC.",ZF2JKBE7K285,33331928-04b0-a667-5279-bbd5e2a1b2f5-C,876868563,46767827.85,
CHARLES RIVER ANALYTICS,"CHARLES RIVER ANALYTICS, INC.",DD1BYN8SN355,18a1d77c-196c-ded4-b89d-ea78f0d2fb01-C,115243701,46666973.71,
SOS,SOS INTERNATIONAL LLC,L3VCKMD7J585,aee3ebde-7484-0fac-c8b8-43896b620d02-C,078405331,46648709.69,
RIVA,RIVA SOLUTIONS INC,E83BPDKCKUA8,b0540572-b3ff-5a18-ae1c-c18561079743-C,964390350,46381200.98,
EAGLE HILL CONSULTING,"EAGLE HILL CONSULTING, LLC",PEGRG88NN3T8,08452ac1-3da3-84df-9714-54c2b4f4e5f4-C,137206202,46377001.95,
TCG,TCG INC,DRUNBSXBERD5,34d2c593-62ba-4ba9-a626-6f92fec282c1-C,942134602,46339929.46,
DEVTECH,DEVTECH SYSTEMS INC,EL4ELTMA71M1,ebce5aac-3522-c2b6-6b09-86200df17e61-C,120838248,46271575.23,
DT,DT GLOBAL INC,HRZLQ4ZDHMZ1,ce39fcc5-09d1-4ddc-3572-a168dad59c7d-C,072663321,46146284.78,
YOUR RECRUITING,"YOUR RECRUITING COMPANY, INC.",ECEBCMT23L95,61621f37-541f-a4a1-5419-e9d7265b4511-C,031777167,46123412.53,
DOCUMENT STORAGE,"DOCUMENT STORAGE SYSTEMS, INC.",EJL2XFJ1BZJ1,9f3a57d1-3109-783a-a3cf-f1d520953005-C,792975781,46108944.01,
EAGLE INTEGRATED,"EAGLE INTEGRATED SERVICES, LLC",QNR7B2CS89A3,c0b76f0e-36b9-a796-19a2-565c16f6fdec-C,079957261,45890055.11,
TYTO GOVERNMENT,TYTO GOVERNMENT SOLUTIONS INC,XJ4CPJNZGG97,45d4f555-bc25-eef5-e6e1-18cadcc7ac0b-C,009683442,45725871.83,
PHYSICAL OPTICS,PHYSICAL OPTICS CORPORATION,DG3AB4E8R4D8,82c454a3-9e88-f324-7db4-336a916b9ef1-C,153865951,45706922.26,
CHESAPEAKE TECHNOLOGY,"CHESAPEAKE TECHNOLOGY INTERNATIONAL, CORP.",LAVARTMKKHT5,e0139bc4-a2ec-4b0a-e408-3f34acba7361-C,124240222,45433793.54,
VALIDATEK-CITI,"VALIDATEK-CITI, LLC",FVLYVCDZKYM5,c377e44f-8336-8cee-06b0-6b878daa9aae-C,965919900,45380547.26,
RESILIENCE ACTION PARTNERS,RESILIENCE ACTION PARTNERS,FDM3DTURT4K7,12314e78-904b-d47d-a307-54b2e28e4fa4-C,079345259,45358787.94,
DECISIONPOINT,DECISIONPOINT CORPORATION,GPASKFTTVQL9,807c0632-7830-78d2-115e-4eea2a9069d9-C,967175071,45246888.89,
DEFINITIVE LOGIC,DEFINITIVE LOGIC CORPORATION,LS7WLM8JFW99,8b98966a-66f9-df19-714d-12aa8ae99820-C,115410404,45241130.83,
AIRBUS HELICOPTERS,"AIRBUS HELICOPTERS, INC.",LAD2HL1R71Z3,eac83059-4997-7185-066a-7ed143106518-C,134160873,45240773.35,
MERCURY MISSION,MERCURY MISSION SYSTEMS LLC,GELNG3K35FA5,cbeb9690-1ae1-a3f0-c85f-397dccde3d96-C,118194830,45230908.12,
THREAT TEC,"THREAT TEC, LLC",CXKLGRZ7MME6,6f27abc4-e4e9-01d8-720a-3031cbfaaff9-C,078597755,45078978.01,
VERUS RESEARCH,"VERUS RESEARCH, LLC",YPNZLMDNYLV7,d78a3eb9-3c13-67bc-6c67-5bb7c4fbe785-C,079360382,45044742.79,
MANUFACTURING TECHNICAL,"MANUFACTURING TECHNICAL SOLUTIONS, LLC",N1QKLVNGNZK6,545c57e6-582b-1b96-9fce-7acf2b741270-C,010531536,45023310.26,
ASM RESEARCH,"ASM RESEARCH, LLC",TDJMB5JLT149,95d4fe5c-75b7-541a-5388-4651995bd822-C,074835299,44924078.33,
PO`OKELA,"PO`OKELA SOLUTIONS, LLC",ZA4KHNKGQRJ4,afd13d66-ba8d-b99a-392b-0543f36cf5a7-C,080657488,44795909.49,
JONES LANG LASALLE AMERICAS,"JONES LANG LASALLE AMERICAS, INC.",NE9KSKUZ8CW9,ecc87e38-8e85-f135-37c2-b249ce14c768-C,132075388,44588970.47,
BUKKEHAVE,"BUKKEHAVE, INC.",HEGFMNQ7TA96,bb421c88-728a-6ea5-5fa2-a2878d32772d-C,959751165,44569234.57,
LIFE,LIFE TECHNOLOGIES CORPORATION,EB8QTC6575E7,d4fcadd5-c9fc-e78a-9465-e075ee069a08-C,182158873,44509615.24,
SEDNA DIGITAL,"SEDNA DIGITAL SOLUTIONS, LLC",HMYBV62DKHH7,9dfba158-b261-1c9a-e8e3-987adfeaa5dc-C,166648308,44436897.00,
CEPHEID,CEPHEID,W6HQTMWB9Q28,f6397cdb-c833-3628-6fb3-a38803b567f6-C,956711444,44429123.18,
KONIAG DATA,KONIAG DATA SOLUTIONS LLC,N19BZQQSEUV4,2f052e77-f613-6a8e-8c8f-d1461cb0cbd8-C,117251477,44293499.98,
S K,S & K FEDERAL SERVICES LLC,UJEMQV9EG186,479014ff-820c-f3a4-6b04-d2debe96fb69-C,080995217,44251772.19,
ALL NATIVE SYNERGIES,ALL NATIVE SYNERGIES COMPANY,MWMEZGUD13X8,c082aaf7-9761-757e-de3f-b4b0750f45eb-C,078817411,44149059.44,
LCG,LCG SYSTEMS LLC,FP58S2EENN34,fc33ed09-ec5b-d188-a298-1303d09554e9-C,798929464,44083315.74,
KING STREET TECHNOLOGY PARTNERS,"KING STREET TECHNOLOGY PARTNERS, LLC",KCEJYZ72F6F7,7b4ac4f2-2d67-d7eb-4df3-ec6ca3822a3f-C,118597828,43735837.91,
COGNOSANTE,"COGNOSANTE, LLC",DKP2F2S75GG5,5dc24b55-a319-2600-b800-ca46fb8743b6-C,624287306,43536354.76,
AKIMA ENGINEERING,AKIMA SYSTEMS ENGINEERING LLC,GVEBGEGJMPA4,36aa020e-d1c1-183f-d30b-4564a718daf5-C,080686536,43498353.81,
CONCEPT,CONCEPT SOLUTIONS LLC,LJHJJWALKA93,3f983773-14ef-8f0b-f9a6-b5e3a3dfbb7e-C,013341842,43493445.48,
ROGERS WICKER RYKMAN AND SPEDALE,"ROGERS, WICKER, RYKMAN AND SPEDALE LLC",XTQUL3CL6MJ9,f96ebedc-10c4-2a31-ffc8-5b97b95b0075-C,142913685,43473455.72,
MEC ENERGY,MEC ENERGY SERVICES LLC,NXPNY5D53ML7,a26e7c6d-aead-3872-0ebb-0eec5a792b6a-C,792184066,43446051.50,
INFORMATION MANAGEMENT,"INFORMATION MANAGEMENT SERVICES, INC.",LGGFBF8YVA71,d5f5f01e-1eb1-d7ec-a917-4edf7f748fec-C,083656892,43433832.49,
DATA ANALYSTS,DATA SYSTEMS ANALYSTS INC,K5WASFGRFAG5,235aec68-023a-d427-97e0-25180e993206-C,048620512,43428618.95,
SIMMONDS PRECISION PRODUCTS,SIMMONDS PRECISION PRODUCTS INC,SYALZ4FMVK93,fadcc7d8-2f96-e742-6560-d10a767c21cc-C,001307594,43422499.07,
BERING,"BERING GLOBAL SOLUTIONS, LLC",P5GKBX8FR3M3,5c905d7b-49b6-e74e-d65e-434b9fc05c94-C,080269583,43410188.81,
UNIVERSAL TECHNICAL RESOURCE,UNIVERSAL TECHNICAL RESOURCE SERVICES INC,ZDBVU71NQVT1,eb7e1419-b0dc-fcf1-ad59-9c97be34ebe2-C,150917342,43314349.21,
JANUS RESEARCH,"JANUS RESEARCH GROUP, LLC",Q6S9MZTEFMS5,334bdc1d-6749-c6ff-4920-3248f4a182cb-C,036857050,43255105.85,
LOGC2,LOGC2 INC,F8AYK11JYE17,6724cb33-3c1c-4943-54de-afa02132dbf4-C,797157380,42955911.36,
ARETE ASSOCIATES,ARETE ASSOCIATES,DMKEXJ8NQ4C5,bf13ccef-a441-98ef-cc56-749373b4aed4-C,082191198,42868729.78,
REGENTS OF THE UNIVERSITY OF COLORADO,THE REGENTS OF THE UNIVERSITY OF COLORADO,SPVKK1RC2MZ3,7d586cfa-95f6-0e31-3589-fbd59b788eda-C,007431505,42724861.14,
ANALYTIC,ANALYTIC SERVICES INC.,MEHNDWCSBKD5,0c99f46d-305c-e656-a974-62d85012933d-C,077815736,42710568.10,
CALIBRE,CALIBRE SYSTEMS INC,KHGARY8DHL23,5607e316-33f8-0ffc-ef7e-10bfafc85f17-C,555498187,42678401.24,
ALAMO-EVERGREEN JV,ALAMO-EVERGREEN JV LLC,WDLDXXZQAJ13,03e76f11-330c-b997-d295-f2ac881fb978-C,117910706,42535778.64,
S C A,S C & A INC,FD83JSMSL9K1,375189a4-0dcd-4374-6c98-35ed59f0d9d8-C,071167910,42506936.08,
BOWHEAD TOTAL ENTERPRISE,"BOWHEAD TOTAL ENTERPRISE SOLUTIONS, LLC",ZME8YC3PJUR7,8f5fa846-3af3-6fb7-ba3a-120a6721c29a-C,803974778,42415822.62,
UNWIN,UNWIN CO,E8BHEJJ8KZV5,255c859b-24e1-7cae-7fa1-8368f79b4cad-C,963636451,42393254.73,
TRUSTEES OF THE STEVENS INSTITUTE OF TECHNOLOGY,THE TRUSTEES OF THE STEVENS INSTITUTE OF TECHNOLOGY,JJ6CN5Y5A2R5,c07d37a8-0918-a0a2-e051-4a7df7f14f47-C,064271570,42289380.12,
EVOKE RESEARCH AND CONSULTING,"EVOKE RESEARCH AND CONSULTING, LLC",E3HENZDGJQ85,1cc1a770-61cc-c1b9-a8e4-9c1a6f496d60-C,170507169,42280095.72,
BROADLEAF,"BROADLEAF, INC.",DGA4AQ4DJYY9,81cab86b-0597-2493-1251-1032315009d3-C,832417070,42118837.07,
NISGA'A TEK,"NISGA'A TEK, LLC",YANAVG43GCB6,2680fc53-f495-2532-94ae-74626d6937d5-C,079586718,41928879.13,
INTELLIDYNE L L C,"INTELLIDYNE, L.L.C.",LDN6EEXC6563,7853ab10-b1f8-9ba0-76f6-d4ec72a9ee3d-C,048690650,41806822.11,
KUDU DYNAMICS,KUDU DYNAMICS LLC,KDSKEJQGLHZ1,95f15a50-7fb7-d544-72b0-268d191a3f41-C,079095114,41707543.00,
PCI GOVERNMENT,PCI GOVERNMENT SERVICES LLC,ENWEMNJABJB3,2f89382e-3f9d-2ae9-4e64-cc82d2bb7bba-C,117165711,41642579.02,
ATAP,ATAP INC,PP5ENZSSB4Y9,adc151fa-ca75-417a-0102-9521b1553451-C,608237186,41513912.07,
ZEMITEK,ZEMITEK LLC,MKFJCFSVQ9B8,4c6235f2-c686-8581-2e85-d157143831a0-C,809168102,41403328.34,
RIVERSIDE RESEARCH INSTITUTE,RIVERSIDE RESEARCH INSTITUTE,GP8DN2TLZKE5,05dbb3ed-cb3d-2d8d-f13f-d02b06dcc178-C,046822615,41219313.38,
PRECISE SOFTWARE,"PRECISE SOFTWARE SOLUTIONS, INC.",QEAYP7YMCXZ7,fd81142c-9e43-2d05-d15e-a159c46b8145-C,078315631,41105464.98,
GOLDBELT C6,"GOLDBELT C6, LLC",LSY9B62DKAC8,a5fa49aa-acc6-7d9e-7b0b-87d8e26caa74-C,079359370,41044863.04,
CUSTOMER VALUE PARTNERS,"CUSTOMER VALUE PARTNERS, LLC",L6R3M86AFBB5,8a2c800a-0d04-3aaf-816b-5aeb9d1b3726-C,113045715,40979975.49,
SIEMENS HEALTHCARE DIAGNOSTICS,SIEMENS HEALTHCARE DIAGNOSTICS INC.,GC14SNHB3JN1,aaac8e0a-87b1-aeb8-e8d0-0e3f64051778-C,798318598,40793323.47,
I TECH AG,I TECH AG LLC,NK24DGVNDFX9,783f9947-f835-5bae-ff60-e75b728ebde4-C,828734157,40712840.52,
CARTER CHEVROLET AGENCY L L C,"CARTER CHEVROLET AGENCY, L.L.C.",LJ5MA8D7HR95,2006f328-cfcd-ebbe-8a70-ead0519ba6c6-C,062273610,40635713.00,
ADC NM,ADC LTD NM,NNK9K1JVKNU1,3ec7ef3f-d755-637f-3bd1-2ec4efa65c3c-C,146389994,40381880.33,
CREARE,CREARE LLC,JDKYAKDT4TT6,4491538c-a280-803a-dc2f-2156613e47d8-C,072021041,40316561.52,
RESEARCH INNOVATIONS,RESEARCH INNOVATIONS INCORPORATED,RRJJSML1SCE6,7bd29c28-133b-1705-c5c0-ea9e8ca565b7-C,829424220,40158961.87,
FAMILY HEALTH,FAMILY HEALTH INTERNATIONAL,VRAASTY11EA3,ce3945f4-76a8-ff4b-68a5-6562e575fc0c-C,067180786,40154215.10,
WOODWARD,"WOODWARD, INC.",L4UCL5K5H5J9,3c70206b-a370-563e-5c34-14712e589353-C,800933397,40133879.72,
MACK DEFENSE,MACK DEFENSE LLC,C2D2FF6XKDG1,56bebe8c-996e-1f4e-425d-5fc750de24fc-C,967312088,40035690.31,
ENDYNA,"ENDYNA, INC.",GKWTAHYKMC62,7f8a0c68-c341-a078-cc3f-964d485de6ab-C,032559382,40035312.70,
CYBERMEDIA,"CYBERMEDIA TECHNOLOGIES, LLC",MXTJKYDAEDQ9,62f50ed8-787f-b747-13db-3d1cccacadab-C,121727577,39982429.16,
PTC,PTC INC.,T6HMTJ6CTRF5,47fa2b8a-476c-8d9d-0b75-34f9eb7f7c69-C,175749431,39930701.96,
CSA,CSA GLOBAL LLC,EEUCVG4YELT8,9b2bb068-e358-6f13-c62d-62b6ad2e0d17-C,181764697,39686948.12,
ASRC CYBER,"ASRC FEDERAL CYBER, LLC",HV21JR1WRNT9,32e69956-227b-0948-1946-3d7d4c5d839f-C,080451371,39682487.69,
COMPUTER WORLD,"COMPUTER WORLD SERVICES, CORP.",SELVLQN46MM7,431e5735-d2f4-1c03-fc19-ed3e83ce771a-C,621796044,39634311.05,
SALIENSE CONSULTING,SALIENSE CONSULTING LLC,WM5MB479LXD3,bc793275-cccc-c2e8-5a5c-c96ce3364737-C,080210568,39629667.63,
CATHEXIS,"CATHEXIS, LLC",H893H8FL41D3,e1d3a952-5c6f-3651-f7fd-24fdf99153d1-C,621642623,39525991.41,
LOGISTICS,LOGISTICS SYSTEMS INCORPORATED,MMJUKEH7ENA7,dd82f451-36f8-225d-e9db-2c496cafaa2f-C,131903333,39463749.21,
CHEROKEE NATION SYSTEM,CHEROKEE NATION SYSTEM SOLUTIONS LLC,FMWVU3EYSVF7,6c0b9afa-897b-2d84-f27a-801d255c174f-C,080220864,39426735.07,
PBG CONSULTING,"PBG CONSULTING, LLC",T52YD1L9GCA8,e9c021a5-565c-6f2a-21af-9e4fa5c90c34-C,964955558,39374620.69,
SAVANTAGE FINANCIAL,"SAVANTAGE FINANCIAL SERVICES, INC.",HJXCFLHBZ6S1,3c536338-a81f-402e-7b86-a5edf4e4a83f-C,878187012,39357430.72,
AI,AI SOLUTIONS INC,FENSSV95CXM1,e65a895a-031e-9f7b-d750-c6557d314cb2-C,015397631,39286257.82,
LINTECH,LINTECH GLOBAL INC,YT1QJBHRM6D5,3c537119-f748-83bc-7443-63a0fda3b819-C,013315985,39247092.43,
STRATEGIC MISSION,"STRATEGIC MISSION SYSTEMS, LLC",F24GCKML54R6,19b32823-d02f-46a4-1918-b63c41ae6f45-C,080294753,39215058.04,
ECI DEFENSE,"ECI DEFENSE GROUP, INC.",CW7HJMUQB621,a8dd7bdd-4eb2-e432-4ae8-006f61566f50-C,621219166,39172257.67,
CLEAR VANTAGE POINT,CLEAR VANTAGE POINT SOLUTIONS LLC,FEYKN1UHDSR3,d4950237-762a-8cb2-0f56-e45ec12c0aa6-C,117057897,39144584.60,
ES3 PRIME LOGISTICS,ES3 PRIME LOGISTICS GROUP INC,RRYLZMU7LMN5,c8900a23-b855-03b4-8625-7ffc81469325-C,785091906,39137542.71,
PHOENIX LOGISTICS,"PHOENIX LOGISTICS, LLC",EELNFQLNS977,37b78565-415d-7a0e-d4a5-c1fd4da9dadd-C,780427837,38896957.55,
SPIRIT AEROSYSTEMS,SPIRIT AEROSYSTEMS INC,NWPXRE6THD37,ffac358d-5bca-d246-3d77-7444047d57b4-C,362176773,38851980.00,
DANYA,DANYA INTERNATIONAL LLC,ZKHKBTNLLKJ7,0444a5d5-fa21-0cc2-e9c1-2ec27384dd8d-C,009741190,38776334.97,
C2C INNOVATIVE,"C2C INNOVATIVE SOLUTIONS, INC.",SJJERKL3FLN7,27fffc40-7346-e236-412c-67dea9538213-C,929125818,38533431.04,
4 STAR,"4 STAR TECHNOLOGIES, INC.",UYLVJZ49BFC6,1c6a411d-2551-4d5e-d9cb-9793958fcf17-C,610109675,38439864.54,
ZEN STRATEGICS,ZEN STRATEGICS LLC,JL44DV8WBXS6,affa10c7-9862-b56e-528c-35058face00c-C,060621548,38361266.31,
PYRAMID,"PYRAMID SYSTEMS, INC.",E7NQC6R9QG17,d8ca41dc-188f-a005-a115-b8e4cc803a8f-C,956122402,38347129.02,
VENTECH,VENTECH SOLUTIONS INC,SK6CLYH9RUK4,52605493-c541-6d7a-f3bb-f4e5551b4494-C,079938941,38281520.00,
KENIFIC,THE KENIFIC GROUP LLC,E2PHGXXFKM91,3b772d9d-a62d-c78d-75f1-6a573b9d412a-C,969270474,38273913.78,
EXCET,"EXCET, LLC",QZLMELMCJ2E3,519f12a2-d47f-4091-0a8c-de2e54d74999-C,195313205,38226494.21,
MEGGITT AIRCRAFT BRAKING,MEGGITT AIRCRAFT BRAKING SYSTEMS CORPORATION,GNCCDKLN2GD3,caea910d-6d76-45e1-d5f6-c41b0b7a659d-C,361941875,38221984.44,
CHEROKEE NATION STRATEGIC PROGRAMS L L C,"CHEROKEE NATION STRATEGIC PROGRAMS, L.L.C.",PQNNHF72NNM6,dbdc578b-4796-bcec-5cb8-74a02da492f5-C,079200238,38176897.00,
GEMINI TECHNICAL JV,"GEMINI TECHNICAL SERVICES JV, LLC",W8Q1WBFN1VH5,29a66fd6-9784-a425-ae4c-6b055b6e7c63-C,,37924824.35,
FLEXION,FLEXION INC,GQJEZ44GH5S5,c3cb8678-8150-6272-25c5-e83c469bee8f-C,942418047,37801886.01,
FUSE INTEGRATION,"FUSE INTEGRATION, INC.",U35VSLMQRME6,34b5def5-3db7-c0a1-32fc-fbf8f08ad53b-C,965758514,37708490.46,
MANAGEMENT ANALYSIS (MAT),"MANAGEMENT ANALYSIS TECHNOLOGIES (MAT), INCORPORATED",X2HXVFYMLG45,63add5f9-3696-dad6-a2c9-65b764015ebd-C,128488496,37618736.75,
SEALING,"SEALING TECHNOLOGIES, LLC",WZZSXMA52K46,f8ac84f9-5c57-fadb-aac2-74a872a311b5-C,078491625,37554178.35,
ALASKA NORTHSTAR RESOURCES,ALASKA NORTHSTAR RESOURCES LLC,DUMUHNHQJZG5,d88b798e-3cad-2a4f-f1e5-265a664355a3-C,080697412,37474203.26,
ANALOGIC,ANALOGIC CORP,XAWTMCKNAWR9,ab4c22ed-b4d5-3cdc-3c82-b259c7b27d6a-C,019677418,37454848.93,
LOC PERFORMANCE PRODUCTS,LOC PERFORMANCE PRODUCTS LLC,JT4FKJQPH454,10fd6be1-dd52-bb5c-f6dd-49333c3eff6a-C,065574683,37450551.33,
ALUTIIQ,"ALUTIIQ SOLUTIONS, LLC",WKDWHTEDGJF3,1e462578-7771-3dfe-8773-e3a48b5ad288-C,080017089,37403364.90,
RESOURCE MANAGEMENT CONCEPTS,"RESOURCE MANAGEMENT CONCEPTS, INC.",HL37EAQNDKV5,fa426c29-a1e9-7091-5ea0-8b65cd09d57e-C,807512934,37398520.29,
LOGISTICS SUPPORT,GLOBAL LOGISTICS SUPPORT SERVICES INC,NKC9SK2L7NF3,939f0b78-c7d1-65d3-0260-420f464c67dd-C,062175657,37221247.37,
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,C8H9CNG1VBD9,bace221f-a1f9-fa20-66e4-55984406cf48-C,078861598,37215835.46,
JBS,"JBS INTERNATIONAL, INC.",NACNDU85S2Q2,261c7f5c-80ae-ef82-6d62-8a725370bf9e-C,161157631,37208307.22,
BRYCE SPACE AND TECHNOLOGY,"BRYCE SPACE AND TECHNOLOGY, LLC",NM2LLLZ5PFL7,f9e3784d-308b-d229-f1fa-ec07ceaaadbb-C,014960859,37133980.33,
C2 ALASKA,"C2 ALASKA, LLC",GAVTYB3AKC29,c4d85611-9470-853a-7975-01159a5369c9-C,079858741,37036438.69,
NTT DATA FEDHEALTH,"NTT DATA FEDHEALTH, INC.",PEGKK4X8EMS5,4f394754-7572-e289-d3d3-fa73d9ab1325-C,010639917,37002020.54,
CHENEGA ENTERPRISE,"CHENEGA ENTERPRISE SYSTEMS & SOLUTIONS, LLC",JYBLAXNKT647,e6ff8aa7-ce3d-2c23-dacf-130c432b56cc-C,080545386,36985918.92,
ZENPOINT,ZENPOINT SOLUTIONS LLC,C4Z2WP7HE5N5,60030e6b-6dd9-cc2f-c136-3b66ae2d07a1-C,830917246,36932911.75,
PEERLESS,PEERLESS TECHNOLOGIES CORPORATION,GM4JDCJEW5Z7,3eea70c5-d1c8-cfb3-94f5-fb170729e506-C,132729877,36800347.98,
MANAGEMENT PARTNERS,"FEDERAL MANAGEMENT PARTNERS, LLC",PLSZM1MAB7Y8,ab3051ae-be91-5e63-12b8-31c055350f7e-C,825894421,36749403.34,
CHICKASAW STRATEGIC POINTE,"CHICKASAW STRATEGIC POINTE, LLC",NQQJBJ3BBS28,fc99aa23-55ce-5d09-0e4e-f649218385c4-C,167135891,36739858.87,
CIVICACTIONS,"CIVICACTIONS, INC.",XSZFHRS5QFL5,8df2e1cc-2552-e5ac-a56e-a6072415110e-C,022112930,36709056.49,
